record_id,rater_id,transcript_id,seed_id,guardrail,profile,variant_id,backend_model,target_turns,actual_turns,rating_duration_sec,g1,g2,g3,g4,g5,a1,a2,a3,a4,a5,a6,a7,a8,a9,s1,s2,r1,r2,r3,r4,r5,guessed_origin,guess_confidence,comment,chat_variability,created_at,transcript_path,a1_anchor,a2_anchor,a3_anchor,a4_anchor,a5_anchor,a6_anchor,a7_anchor,a8_anchor,a9_anchor,s1_anchor,s2_anchor,target_severity_label,functional_impact_label,notes.x,profession,specialization,years_practice,experience_with_mdd,notes.y,plausibility_index,defect_index,a1_error,a2_error,a3_error,a4_error,a5_error,a6_error,a7_error,a8_error,a9_error,symptom_error_mean,severity_error,impact_error
696,13,MDD-AI-SIMULATION-TX-0048,S11,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,32,110,5,4,4,5,4,3,3,3,2,2,3,2,2,1,4,4,2,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0048.txt,2,2,2,1,1,3,2,1,0,3,4,moderate,severe,"Obraz tvorí skleslá nálada, anhedónia, nespavosť, výrazná únava, vina a sociálne stiahnutie s jasným poklesom dennej štruktúry. | Nejde len o nízky príjem alebo izoláciu; symptómy sú pervazívne, depresívne a funkčne výrazné.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.666666666666667,1.4,1,1,1,1,1,0,0,1,1,0.7777777777777778,1,0
697,13,MDD-AI-SIMULATION-TX-0049,S12,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,30,119,4,3,4,4,4,2,2,3,1,1,3,2,2,0,4,4,2,3,1,1,1,NA,NA,"least_convincing: Niektoré slovné zvraty pôsobia neprirodzene… napr idem len zo zodpovednosti. | missing_or_exaggerated: Zameranie na viac oblastí života, nielen na výkon.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0049.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Obraz je depresívne ukotvený anhedóniou, zníženou náladou, poruchou spánku, únavou, vinou a zhoršenou koncentráciou. | Nejde len o primeranú reakciu na pracovnú záťaž; prítomné sú aj neurovegetatívne a afektívne symptómy naprieč prácou a rodinou.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.6,1,0,1,1,0,1,1,0,0,0.5555555555555556,1,1
698,13,MDD-AI-SIMULATION-TX-0050,S01,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,34,79,4,4,4,4,4,2,2,3,1,1,3,2,2,1,3,3,2,2,2,3,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0050.txt,2,2,2,1,1,2,2,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, únavou, poruchou spánku, vinou a zhoršenou koncentráciou s dopadom na školu a sociálny život. | Nejde len o bežný stres zo štúdia; chýba mánia, psychóza, intoxikácia aj izolovaný problém s jedením.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,0,0,1,0,0,1,0,0,1,0.3333333333333333,0,0
699,13,MDD-AI-SIMULATION-TX-0051,S02,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,34,137,4,2,4,4,3,2,2,3,2,1,3,1,2,1,3,3,2,4,2,2,1,NA,NA,"least_convincing: Slovné zvraty, ktoré sa bežne v hovorovej reči nepoužívajú. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0051.txt,1,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz presahuje bežnú smennosť, lebo okrem únavy je prítomná anhedónia, skleslosť, vina, zhoršená koncentrácia a sociálne stiahnutie. | Nejde len o poruchu spánku alebo pracovné preťaženie; chýba mánia, psychóza a primárny vplyv návykových látok.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.2,1,0,1,1,0,0,0,0,1,0.4444444444444444,0,0
700,13,MDD-AI-SIMULATION-TX-0052,S03,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,34,81,4,4,4,4,4,3,3,3,2,2,3,2,2,1,4,3,2,2,2,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0052.txt,2,2,2,1,1,3,2,2,1,4,4,moderately_severe,severe,"Obraz je depresívne ukotvený nízkou náladou, anhedóniou, výraznou únavou, poruchou spánku, vinou, zhoršenou koncentráciou a jasným dopadom doma aj v práci. | Nejde len o burnout alebo preťaženie; prítomné sú jadrové depresívne symptómy aj pasívne myšlienky na smrť bez plánu a bez úmyslu.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.6,1,1,1,1,1,0,0,0,0,0.5555555555555556,0,1
701,13,MDD-AI-SIMULATION-TX-0053,S04,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,34,45,3,3,3,3,2,2,3,3,0,1,3,2,2,0,3,3,3,2,4,4,1,NA,NA,least_convincing: Väčšie zameranie na vnútorný nepokoj. | missing_or_exaggerated: Nechýbalo nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0053.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Okrem pracovného tlaku je prítomná anhedónia, znížená nálada, porucha spánku, únava, slabšia koncentrácia a odpojenie vo vzťahu. | Nejde len o pracovné vyhorenie alebo nespokojnosť v práci; chýba mánia, psychóza aj izolovaná úzkosť bez depresívneho jadra.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3,2.8,1,1,1,0,0,1,1,0,0,0.5555555555555556,0,0
702,13,MDD-AI-SIMULATION-TX-0054,S05,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,30,99,4,2,4,4,3,3,3,3,2,2,3,2,2,1,3,3,2,4,2,2,2,NA,NA,"least_convincing: Niektoré slovné zvraty sa nepoužívajú v takejto forme a znižuje to vierohodnosť a prirodzenosť participantových vyjadrení. | missing_or_exaggerated: Overenie participantových slov, väčšia hĺbka pomocou dopýtania sa.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0054.txt,2,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, nespavosťou, výraznou únavou, slabšou koncentráciou a funkčným poklesom doma aj v práci. | Nejde len o finančný stres alebo reakciu na rozvod; symptómy sú perzistentné, viacrozmerné a klinicky depresívne.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.4,1,1,1,1,1,0,1,0,1,0.7777777777777778,0,0
703,13,MDD-AI-SIMULATION-TX-0055,S06,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,32,45,4,4,4,4,4,3,3,3,1,2,3,1,2,0,4,4,2,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0055.txt,1,2,2,0,1,3,1,2,0,3,3,moderate,moderate,"Nejde len o obyčajnú pracovnú únavu, lebo je prítomná anhedónia, skleslosť, porucha spánku, spomalenie, zhoršená koncentrácia a dlhodobý pokles energie. | Obraz je širšie depresívny, nie len somatický alebo pracovný; chýba mánia, psychóza aj závislostný kontext.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.4,2,1,1,1,1,0,0,0,0,0.6666666666666666,1,1
704,13,MDD-AI-SIMULATION-TX-0056,S07,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,32,75,5,4,5,5,4,3,3,2,2,2,3,2,2,0,4,4,2,2,2,1,1,NA,NA,"least_convincing: Niektoré zvraty slov alebo vety, napr najhoršie sú rana a potom sa to už vlečie. Vlečie pôsobí v tomto kontexte zmätočne. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0056.txt,2,2,1,1,1,2,1,1,0,3,3,moderate,moderate,"Obraz tvorí skleslá nálada, strata záujmu, únava, mierna nespavosť a sociálne stiahnutie po strate rytmu a blízkosti. | Nejde len o bežné ovdovenie alebo starnutie; symptómy sú sústavné, depresívne ladené a funkčne obmedzujúce.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1.6,1,1,1,1,1,1,1,1,0,0.8888888888888888,1,1
705,13,MDD-AI-SIMULATION-TX-0057,S08,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,28,99,5,4,5,5,4,2,2,1,0,2,2,1,1,0,3,3,2,2,2,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0057.txt,1,2,1,0,1,2,0,1,0,2,2,mild,mild,"Ide o mierny, ale ucelený depresívny obraz s anhedóniou, utlmením, nižšou energiou a slabšou koncentráciou. | Nejde len o nudu po dôchodku; depresívny obraz je síce mierny, ale konzistentný a nie je prítomná mánia, psychóza ani kognitívny syndróm.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1.6,1,0,0,0,1,0,1,0,0,0.3333333333333333,1,1
706,13,MDD-AI-SIMULATION-TX-0058,S09,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,32,101,4,4,3,3,3,3,2,2,0,2,3,3,3,0,3,3,3,2,3,3,1,NA,NA,least_convincing: Pasáže o vnútornom napätí mierne zvyšujú úvahy o inej psychopatologii. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0058.txt,2,2,2,0,1,2,2,3,0,3,3,moderate,moderate,"Obraz je ukotvený skleslosťou, anhedóniou, poruchou spánku, únavou, vinou a výrazným zhoršením koncentrácie. | Nejde len o výkonový stres alebo úzkosť; prítomná je strata radosti, sebazneisťovanie a funkčný dopad typický pre depresívny obraz.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.3333333333333335,2.4,1,0,0,0,1,1,1,0,0,0.4444444444444444,0,0
707,13,MDD-AI-SIMULATION-TX-0059,S10,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,38,76,3,2,3,3,2,2,2,3,1,2,3,2,2,1,3,3,3,3,3,3,1,NA,NA,"least_convincing: Vierohodnosti uberajú vyjadrenia participanta, ktoré miestami pôsobia zvláštne. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0059.txt,1,2,2,1,1,2,1,2,1,3,3,moderate,moderate,"Okrem stagnácie je prítomná anhedónia, nespavosť, únava, slabšia koncentrácia, vina, sociálne stiahnutie a pasívne myšlienky na smrť bez plánu a bez úmyslu. | Nejde len o frustráciu z práce alebo adaptačný problém; prítomný je konzistentný depresívny syndróm aj s bezpečnostným A9 signálom.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3,2.6,1,0,1,0,1,1,1,0,0,0.5555555555555556,0,0
708,13,MDD-AI-SIMULATION-TX-0060,S11,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,34,27,5,4,5,5,5,3,3,3,2,2,3,2,2,1,4,4,1,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0060.txt,2,2,2,1,1,3,2,1,0,3,4,moderate,severe,"Obraz tvorí skleslá nálada, anhedónia, nespavosť, výrazná únava, vina a sociálne stiahnutie s jasným poklesom dennej štruktúry. | Nejde len o nízky príjem alebo izoláciu; symptómy sú pervazívne, depresívne a funkčne výrazné.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1.2,1,1,1,1,1,0,0,1,1,0.7777777777777778,1,0
709,13,MDD-AI-SIMULATION-TX-0061,S12,on,R2,G1_R2,pydantic_ai|gpt-5.4,24,32,80,4,4,4,4,4,2,2,3,1,1,3,2,2,0,3,3,2,2,1,1,1,NA,NA,"least_convincing: Výber slov participanta sa zlepšil, no stále sú prítomné slovné zvraty, ktoré sa bežne nepoužívajú. | missing_or_exaggerated: Oblasť sexuality.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0061.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Obraz je depresívne ukotvený anhedóniou, zníženou náladou, poruchou spánku, únavou, vinou a zhoršenou koncentráciou. | Nejde len o primeranú reakciu na pracovnú záťaž; prítomné sú aj neurovegetatívne a afektívne symptómy naprieč prácou a rodinou.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.4,1,0,1,1,0,1,1,0,0,0.5555555555555556,0,0
710,13,MDD-AI-SIMULATION-TX-0062,S02,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,34,123,4,4,3,4,4,2,2,3,1,1,3,2,2,0,4,4,3,2,2,2,2,NA,NA,"least_convincing: Na začiatku rozhovoru bol participant viac úsporný vo vyjadreniach, co poskytlo nejaký rámec vierohodnosti. Potom sa viac “rozkecal”, no nepôsobilo to presvedčivo. Akoby to tá nepatrí. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0062.txt,1,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz presahuje bežnú smennosť, lebo okrem únavy je prítomná anhedónia, skleslosť, vina, zhoršená koncentrácia a sociálne stiahnutie. | Nejde len o poruchu spánku alebo pracovné preťaženie; chýba mánia, psychóza a primárny vplyv návykových látok.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.6666666666666665,2.2,1,0,1,0,0,0,1,0,0,0.3333333333333333,1,1
711,13,MDD-AI-SIMULATION-TX-0063,S03,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,34,24,4,4,4,4,4,3,3,3,2,2,3,3,2,1,4,4,2,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0063.txt,2,2,2,1,1,3,2,2,1,4,4,moderately_severe,severe,"Obraz je depresívne ukotvený nízkou náladou, anhedóniou, výraznou únavou, poruchou spánku, vinou, zhoršenou koncentráciou a jasným dopadom doma aj v práci. | Nejde len o burnout alebo preťaženie; prítomné sú jadrové depresívne symptómy aj pasívne myšlienky na smrť bez plánu a bez úmyslu.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.4,1,1,1,1,1,0,1,0,0,0.6666666666666666,0,0
712,13,MDD-AI-SIMULATION-TX-0064,S04,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,32,40,4,4,3,4,4,2,3,3,0,1,3,2,2,0,3,3,3,2,2,3,2,NA,NA,least_convincing: Záver rozhovoru bol mätúci. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0064.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Okrem pracovného tlaku je prítomná anhedónia, znížená nálada, porucha spánku, únava, slabšia koncentrácia a odpojenie vo vzťahu. | Nejde len o pracovné vyhorenie alebo nespokojnosť v práci; chýba mánia, psychóza aj izolovaná úzkosť bez depresívneho jadra.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.6666666666666665,2.4,1,1,1,0,0,1,1,0,0,0.5555555555555556,0,0
713,13,MDD-AI-SIMULATION-TX-0065,S05,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,32,67,4,4,3,3,3,3,3,3,2,2,3,2,2,0,4,4,3,2,3,3,1,NA,NA,"least_convincing: V časti, kde sa rozhovor zvrtol na konkrétnosť obáv to pôsobilo ako iná psychopatologia. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0065.txt,2,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, nespavosťou, výraznou únavou, slabšou koncentráciou a funkčným poklesom doma aj v práci. | Nejde len o finančný stres alebo reakciu na rozvod; symptómy sú perzistentné, viacrozmerné a klinicky depresívne.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.3333333333333335,2.4,1,1,1,1,1,0,1,0,0,0.6666666666666666,1,1
714,13,MDD-AI-SIMULATION-TX-0066,S06,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,30,38,4,3,4,4,4,2,2,3,1,2,3,2,2,1,4,4,2,2,2,2,2,NA,NA,least_convincing: Niektoré odpovede boli zvláštne formulované. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0066.txt,1,2,2,0,1,3,1,2,0,3,3,moderate,moderate,"Nejde len o obyčajnú pracovnú únavu, lebo je prítomná anhedónia, skleslosť, porucha spánku, spomalenie, zhoršená koncentrácia a dlhodobý pokles energie. | Obraz je širšie depresívny, nie len somatický alebo pracovný; chýba mánia, psychóza aj závislostný kontext.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,1,0,1,1,1,0,1,0,1,0.6666666666666666,1,1
715,13,MDD-AI-SIMULATION-TX-0067,S07,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,32,49,4,4,4,4,4,2,2,2,1,2,3,1,1,0,3,3,2,2,2,2,2,NA,NA,"least_convincing: Nič. | missing_or_exaggerated: Trochu mi chýbalo zasadenie do reality životy klietky, porovnanie a pohľadom jej okolia.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0067.txt,2,2,1,1,1,2,1,1,0,3,3,moderate,moderate,"Obraz tvorí skleslá nálada, strata záujmu, únava, mierna nespavosť a sociálne stiahnutie po strate rytmu a blízkosti. | Nejde len o bežné ovdovenie alebo starnutie; symptómy sú sústavné, depresívne ladené a funkčne obmedzujúce.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,0,0,1,0,1,1,0,0,0,0.3333333333333333,0,0
716,13,MDD-AI-SIMULATION-TX-0068,S08,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,28,64,4,4,4,4,4,2,2,1,0,1,2,0,1,0,3,3,2,2,2,2,2,NA,NA,"least_convincing: Nič. | missing_or_exaggerated: Viaceré prvky boli skôr jemné, opakom prehnaného.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0068.txt,1,2,1,0,1,2,0,1,0,2,2,mild,mild,"Ide o mierny, ale ucelený depresívny obraz s anhedóniou, utlmením, nižšou energiou a slabšou koncentráciou. | Nejde len o nudu po dôchodku; depresívny obraz je síce mierny, ale konzistentný a nie je prítomná mánia, psychóza ani kognitívny syndróm.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,1,0,0,0,0,0,0,0,0,0.1111111111111111,1,1
717,13,MDD-AI-SIMULATION-TX-0069,S09,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,28,536,4,4,3,4,3,2,2,3,0,1,2,2,3,0,3,3,2,2,3,3,2,NA,NA,"least_convincing: Myšlienky, ktoré pôsobia ako iná psychopatologia - čo participantka pokazila… | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0069.txt,2,2,2,0,1,2,2,3,0,3,3,moderate,moderate,"Obraz je ukotvený skleslosťou, anhedóniou, poruchou spánku, únavou, vinou a výrazným zhoršením koncentrácie. | Nejde len o výkonový stres alebo úzkosť; prítomná je strata radosti, sebazneisťovanie a funkčný dopad typický pre depresívny obraz.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.6666666666666665,2.4,0,0,1,0,0,0,0,0,0,0.1111111111111111,0,0
718,13,MDD-AI-SIMULATION-TX-0070,S10,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,32,47,5,3,4,5,4,2,2,3,2,1,3,2,2,1,5,5,2,2,2,1,1,NA,NA,least_convincing: Nejasné vymedzenie ako to má participant v práci. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0070.txt,1,2,2,1,1,2,1,2,1,3,3,moderate,moderate,"Okrem stagnácie je prítomná anhedónia, nespavosť, únava, slabšia koncentrácia, vina, sociálne stiahnutie a pasívne myšlienky na smrť bez plánu a bez úmyslu. | Nejde len o frustráciu z práce alebo adaptačný problém; prítomný je konzistentný depresívny syndróm aj s bezpečnostným A9 signálom.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.666666666666667,1.6,1,0,1,1,0,1,1,0,0,0.5555555555555556,2,2
719,13,MDD-AI-SIMULATION-TX-0071,S11,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,32,18,4,4,4,4,4,3,3,3,2,2,3,2,2,1,4,4,2,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0071.txt,2,2,2,1,1,3,2,1,0,3,4,moderate,severe,"Obraz tvorí skleslá nálada, anhedónia, nespavosť, výrazná únava, vina a sociálne stiahnutie s jasným poklesom dennej štruktúry. | Nejde len o nízky príjem alebo izoláciu; symptómy sú pervazívne, depresívne a funkčne výrazné.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.4,1,1,1,1,1,0,0,1,1,0.7777777777777778,1,0
720,13,MDD-AI-SIMULATION-TX-0072,S12,on,R3,G1_R3,pydantic_ai|gpt-5.4,24,32,49,5,4,4,5,4,2,3,3,1,1,3,2,2,0,4,4,2,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0072.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Obraz je depresívne ukotvený anhedóniou, zníženou náladou, poruchou spánku, únavou, vinou a zhoršenou koncentráciou. | Nejde len o primeranú reakciu na pracovnú záťaž; prítomné sú aj neurovegetatívne a afektívne symptómy naprieč prácou a rodinou.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.666666666666667,1.4,1,1,1,1,0,1,1,0,0,0.6666666666666666,1,1
721,14,MDD-AI-SIMULATION-TX-0001,S01,off,R1,G0_R1,pydantic_ai|gpt-5.4,24,40,199,4,2,4,4,4,2,2,3,1,1,3,2,2,0,3,3,2,4,1,1,2,NA,NA,"least_convincing: šablónovitosť, učebnicovosť odpovedí | missing_or_exaggerated: prvky pôsobili vierohodne pre strednú depresivitu",locked,2026-04-01,transcripts/current_export/MDD-AI-SIMULATION-TX-0001.txt,2,2,2,1,1,2,2,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, únavou, poruchou spánku, vinou a zhoršenou koncentráciou s dopadom na školu a sociálny život. | Nejde len o bežný stres zo štúdia; chýba mánia, psychóza, intoxikácia aj izolovaný problém s jedením.",psychologist,psychotherapy,6_10,weekly,interview_experience=regular; ai_experience=medium; confidence_mdd=4; n_ratings=72,4,2,0,0,1,0,0,1,0,0,0,0.2222222222222222,0,0
722,14,MDD-AI-SIMULATION-TX-0002,S02,off,R1,G0_R1,pydantic_ai|gpt-5.4,24,40,269,4,2,4,4,3,2,2,3,2,2,3,2,2,0,3,3,1,4,2,2,2,NA,NA,"least_convincing: štýl odpovedí, ktorý pôsobí strojene | missing_or_exaggerated: rozhovor pôsobil trochu strojene",locked,2026-04-01,transcripts/current_export/MDD-AI-SIMULATION-TX-0002.txt,1,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz presahuje bežnú smennosť, lebo okrem únavy je prítomná anhedónia, skleslosť, vina, zhoršená koncentrácia a sociálne stiahnutie. | Nejde len o poruchu spánku alebo pracovné preťaženie; chýba mánia, psychóza a primárny vplyv návykových látok.",psychologist,psychotherapy,6_10,weekly,interview_experience=regular; ai_experience=medium; confidence_mdd=4; n_ratings=72,4,2.2,1,0,1,1,1,0,1,0,0,0.5555555555555556,0,0
723,14,MDD-AI-SIMULATION-TX-0003,S03,off,R1,G0_R1,pydantic_ai|gpt-5.4,24,42,485,4,4,4,4,4,3,3,3,2,2,3,3,2,1,4,4,2,2,2,2,2,NA,NA,least_convincing: vždy jasná odpoveď klientky - klienti vždy nevedia pohotovo reagovať na položenú otázku | missing_or_exaggerated: rozhovor bol presvedčivý až na pár štylistických detailov,locked,2026-04-01,transcripts/current_export/MDD-AI-SIMULATION-TX-0003.txt,2,2,2,1,1,3,2,2,1,4,4,moderately_severe,severe,"Obraz je depresívne ukotvený nízkou náladou, anhedóniou, výraznou únavou, poruchou spánku, vinou, zhoršenou koncentráciou a jasným dopadom doma aj v práci. | Nejde len o burnout alebo preťaženie; prítomné sú jadrové depresívne symptómy aj pasívne myšlienky na smrť bez plánu a bez úmyslu.",psychologist,psychotherapy,6_10,weekly,interview_experience=regular; ai_experience=medium; confidence_mdd=4; n_ratings=72,4,2,1,1,1,1,1,0,1,0,0,0.6666666666666666,0,0
724,14,MDD-AI-SIMULATION-TX-0004,S04,off,R1,G0_R1,pydantic_ai|gpt-5.4,24,38,135,4,4,4,4,3,2,2,3,0,1,3,2,2,0,3,3,2,2,2,2,2,NA,NA,"least_convincing: rozhovor bol presvedčivý, odpovede niekedy spôsobili ako natrénované | missing_or_exaggerated: rozhovor pôsobil dobre",locked,2026-04-01,transcripts/current_export/MDD-AI-SIMULATION-TX-0004.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Okrem pracovného tlaku je prítomná anhedónia, znížená nálada, porucha spánku, únava, slabšia koncentrácia a odpojenie vo vzťahu. | Nejde len o pracovné vyhorenie alebo nespokojnosť v práci; chýba mánia, psychóza aj izolovaná úzkosť bez depresívneho jadra.",psychologist,psychotherapy,6_10,weekly,interview_experience=regular; ai_experience=medium; confidence_mdd=4; n_ratings=72,4,2,1,0,1,0,0,1,1,0,0,0.4444444444444444,0,0
725,14,MDD-AI-SIMULATION-TX-0005,S05,off,R1,G0_R1,pydantic_ai|gpt-5.4,24,36,297,4,4,4,4,4,3,3,3,2,2,3,2,2,1,3,3,2,3,2,2,2,NA,NA,"least_convincing: odpovede pôsobia miestami nacvičene | missing_or_exaggerated: nie, rozhovor bol celkovo primeraný",locked,2026-04-01,transcripts/current_export/MDD-AI-SIMULATION-TX-0005.txt,2,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, nespavosťou, výraznou únavou, slabšou koncentráciou a funkčným poklesom doma aj v práci. | Nejde len o finančný stres alebo reakciu na rozvod; symptómy sú perzistentné, viacrozmerné a klinicky depresívne.",psychologist,psychotherapy,6_10,weekly,interview_experience=regular; ai_experience=medium; confidence_mdd=4; n_ratings=72,4,2.2,1,1,1,1,1,0,1,0,1,0.7777777777777778,0,0
